_time,pgm_nm,media,rcv,tm,tmp1,new_sub,cur_sub,sum_sub
2019-09-20 00:00:00,달콤한밤,문자,18,0,1.5,0,12,12
2019-09-20 00:00:00,달콤한밤,Kakao,11,0,2.8,1,3,4
2019-09-20 00:00:00,달콤한밤,TBS,11,0,1.2,0,9,9
2019-09-20 00:00:00,러브레터,문자,3,0,1.0,1,2,3
2019-09-20 00:00:00,러브레터,Kakao,4,0,2.0,2,0,2
2019-09-20 00:00:00,러브레터,TBS,2,0,1.0,1,1,2
2019-09-20 00:00:00,노래하는FM,문자,2,0,2.0,0,1,1
2019-09-20 00:00:00,노래하는FM,Kakao,2,0,1.0,1,1,2
2019-09-20 00:00:00,노래하는FM,TBS,2,0,1.0,0,2,2
2019-09-20 00:00:00,일요클래식,문자,0,0,0.0,0,0,0
2019-09-20 00:00:00,일요클래식,Kakao,0,0,0.0,0,0,0
2019-09-20 00:00:00,일요클래식,TBS,0,0,0.0,0,0,0
2019-09-20 00:00:00,라디오를켜라,문자,76,17,1.7,1,45,46
2019-09-20 00:00:00,라디오를켜라,Kakao,55,20,2.5,2,20,22
2019-09-20 00:00:00,라디오를켜라,TBS,82,0,2.2,5,33,38
2019-09-20 00:00:00,김어준 뉴스공장 주말특근,문자,0,0,0.0,0,0,0
2019-09-20 00:00:00,김어준 뉴스공장 주말특근,Kakao,0,0,0.0,0,0,0
2019-09-20 00:00:00,김어준 뉴스공장 주말특근,TBS,0,0,0.0,0,0,0
2019-09-20 00:00:00,교통시대,문자,0,0,0.0,0,0,0
2019-09-20 00:00:00,교통시대,Kakao,0,0,0.0,0,0,0
2019-09-20 00:00:00,교통시대,TBS,0,0,0.0,0,0,0
2019-09-20 00:00:00,김어준 뉴스공장,문자,474,0,2.4,23,172,195
2019-09-20 00:00:00,김어준 뉴스공장,Kakao,333,0,5.0,7,60,67
2019-09-20 00:00:00,김어준 뉴스공장,TBS,8026,0,4.6,182,1580,1762
2019-09-20 00:00:00,열린아침 김만흠,문자,0,0,0.0,0,0,0
2019-09-20 00:00:00,열린아침 김만흠,Kakao,0,0,0.0,0,0,0
2019-09-20 00:00:00,열린아침 김만흠,TBS,0,0,0.0,0,0,0
2019-09-20 00:00:00,김규리 퐁당퐁당,문자,55,7,1.3,17,26,43
2019-09-20 00:00:00,김규리 퐁당퐁당,Kakao,40,10,1.2,3,30,33
2019-09-20 00:00:00,김규리 퐁당퐁당,TBS,92,0,1.4,18,46,64
2019-09-20 00:00:00,기분좋은 토요일/일요일,문자,0,0,0.0,0,0,0
2019-09-20 00:00:00,기분좋은 토요일/일요일,Kakao,0,0,0.0,0,0,0
2019-09-20 00:00:00,기분좋은 토요일/일요일,TBS,0,0,0.0,0,0,0
2019-09-20 00:00:00,좋은사람들 송정애,문자,100,2,1.2,21,62,83
2019-09-20 00:00:00,좋은사람들 송정애,Kakao,98,1,2.0,3,47,50
2019-09-20 00:00:00,좋은사람들 송정애,TBS,39,0,1.4,7,20,27
2019-09-20 00:00:00,배칠수,문자,111,20,1.3,11,73,84
2019-09-20 00:00:00,배칠수,Kakao,142,2,3.6,0,40,40
2019-09-20 00:00:00,배칠수,TBS,264,0,4.3,7,55,62
2019-09-20 00:00:00,최일구,문자,303,4,1.3,66,176,242
2019-09-20 00:00:00,최일구,Kakao,183,2,2.3,7,74,81
2019-09-20 00:00:00,최일구,TBS,203,0,3.0,13,54,67
2019-09-20 00:00:00,이은미,문자,164,174,1.3,30,93,123
2019-09-20 00:00:00,이은미,Kakao,81,2,1.9,4,38,42
2019-09-20 00:00:00,이은미,TBS,112,0,2.2,9,41,50
2019-09-20 00:00:00,웅산,문자,0,0,0.0,0,0,0
2019-09-20 00:00:00,웅산,Kakao,0,0,0.0,0,0,0
2019-09-20 00:00:00,웅산,TBS,0,0,0.0,0,0,0
2019-09-20 00:00:00,김지윤,문자,0,0,0.0,0,0,0
2019-09-20 00:00:00,김지윤,Kakao,0,0,0.0,0,0,0
2019-09-20 00:00:00,김지윤,TBS,2,0,1.0,1,1,2
2019-09-20 00:00:00,아닌밤중 주진우,문자,8,0,1.6,1,4,5
2019-09-20 00:00:00,아닌밤중 주진우,Kakao,26,0,2.9,1,8,9
2019-09-20 00:00:00,아닌밤중 주진우,TBS,9,0,1.5,3,3,6
2019-09-20 00:00:00,주말이 좋다,문자,0,0,0.0,0,0,0
2019-09-20 00:00:00,주말이 좋다,Kakao,0,0,0.0,0,0,0
2019-09-20 00:00:00,주말이 좋다,TBS,0,0,0.0,0,0,0
2019-09-20 00:00:00,우리동네 라디오,문자,0,0,0.0,0,0,0
2019-09-20 00:00:00,우리동네 라디오,Kakao,1,0,1.0,0,1,1
2019-09-20 00:00:00,우리동네 라디오,TBS,0,0,0.0,0,0,0
2019-09-20 00:00:00,서울브루스,문자,7,0,1.0,3,4,7
2019-09-20 00:00:00,서울브루스,Kakao,7,0,1.8,1,3,4
2019-09-20 00:00:00,서울브루스,TBS,6,0,1.5,0,4,4
2019-09-20 00:00:00,마이웨이,문자,30,0,1.7,3,15,18
2019-09-20 00:00:00,마이웨이,Kakao,22,0,3.1,1,6,7
2019-09-20 00:00:00,마이웨이,TBS,125,0,11.4,1,10,11
