_time,pgm_nm,media,rcv,tm,tmp1,new_sub,cur_sub,sum_sub
2019-08-05 00:00:00,달콤한밤,문자,7,0,1.2,2,4,6
2019-08-05 00:00:00,달콤한밤,Kakao,15,2,1.9,0,8,8
2019-08-05 00:00:00,달콤한밤,TBS,42,0,8.4,0,5,5
2019-08-05 00:00:00,러브레터,문자,6,0,2.0,1,2,3
2019-08-05 00:00:00,러브레터,Kakao,0,0,0.0,0,0,0
2019-08-05 00:00:00,러브레터,TBS,1,0,1.0,0,1,1
2019-08-05 00:00:00,노래하는FM,문자,3,0,1.5,1,1,2
2019-08-05 00:00:00,노래하는FM,Kakao,0,0,0.0,0,0,0
2019-08-05 00:00:00,노래하는FM,TBS,2,0,1.0,1,1,2
2019-08-05 00:00:00,일요클래식,문자,0,0,0.0,0,0,0
2019-08-05 00:00:00,일요클래식,Kakao,0,0,0.0,0,0,0
2019-08-05 00:00:00,일요클래식,TBS,0,0,0.0,0,0,0
2019-08-05 00:00:00,라디오를켜라,문자,78,17,1.8,2,42,44
2019-08-05 00:00:00,라디오를켜라,Kakao,41,7,2.0,3,18,21
2019-08-05 00:00:00,라디오를켜라,TBS,47,0,1.8,3,23,26
2019-08-05 00:00:00,김어준 뉴스공장 주말특근,문자,0,0,0.0,0,0,0
2019-08-05 00:00:00,김어준 뉴스공장 주말특근,Kakao,0,0,0.0,0,0,0
2019-08-05 00:00:00,김어준 뉴스공장 주말특근,TBS,0,0,0.0,0,0,0
2019-08-05 00:00:00,교통시대,문자,0,0,0.0,0,0,0
2019-08-05 00:00:00,교통시대,Kakao,0,0,0.0,0,0,0
2019-08-05 00:00:00,교통시대,TBS,0,0,0.0,0,0,0
2019-08-05 00:00:00,김어준 뉴스공장,문자,71,0,1.7,4,39,43
2019-08-05 00:00:00,김어준 뉴스공장,Kakao,72,0,4.8,2,13,15
2019-08-05 00:00:00,김어준 뉴스공장,TBS,1341,0,4.0,14,318,332
2019-08-05 00:00:00,열린아침 김만흠,문자,0,0,0.0,0,0,0
2019-08-05 00:00:00,열린아침 김만흠,Kakao,0,0,0.0,0,0,0
2019-08-05 00:00:00,열린아침 김만흠,TBS,0,0,0.0,0,0,0
2019-08-05 00:00:00,김규리 퐁당퐁당,문자,48,4,1.2,11,30,41
2019-08-05 00:00:00,김규리 퐁당퐁당,Kakao,46,0,1.5,2,28,30
2019-08-05 00:00:00,김규리 퐁당퐁당,TBS,100,0,1.9,12,42,54
2019-08-05 00:00:00,기분좋은 토요일/일요일,문자,0,0,0.0,0,0,0
2019-08-05 00:00:00,기분좋은 토요일/일요일,Kakao,0,0,0.0,0,0,0
2019-08-05 00:00:00,기분좋은 토요일/일요일,TBS,0,0,0.0,0,0,0
2019-08-05 00:00:00,좋은사람들 송정애,문자,192,20,1.4,52,87,139
2019-08-05 00:00:00,좋은사람들 송정애,Kakao,92,1,2.2,6,36,42
2019-08-05 00:00:00,좋은사람들 송정애,TBS,172,0,3.1,14,41,55
2019-08-05 00:00:00,배칠수,문자,111,13,1.3,15,72,87
2019-08-05 00:00:00,배칠수,Kakao,107,2,2.3,4,43,47
2019-08-05 00:00:00,배칠수,TBS,288,0,4.6,3,59,62
2019-08-05 00:00:00,최일구,문자,264,6,1.4,42,152,194
2019-08-05 00:00:00,최일구,Kakao,152,2,2.7,6,51,57
2019-08-05 00:00:00,최일구,TBS,165,0,2.6,19,44,63
2019-08-05 00:00:00,이은미,문자,79,87,1.4,7,50,57
2019-08-05 00:00:00,이은미,Kakao,33,2,1.7,3,16,19
2019-08-05 00:00:00,이은미,TBS,126,0,3.6,4,31,35
2019-08-05 00:00:00,웅산,문자,0,0,0.0,0,0,0
2019-08-05 00:00:00,웅산,Kakao,0,0,0.0,0,0,0
2019-08-05 00:00:00,웅산,TBS,0,0,0.0,0,0,0
2019-08-05 00:00:00,김지윤,문자,26,0,1.4,6,13,19
2019-08-05 00:00:00,김지윤,Kakao,5,0,1.7,1,2,3
2019-08-05 00:00:00,김지윤,TBS,48,0,2.5,2,17,19
2019-08-05 00:00:00,아닌밤중 주진우,문자,17,1,1.3,8,5,13
2019-08-05 00:00:00,아닌밤중 주진우,Kakao,25,0,3.6,0,7,7
2019-08-05 00:00:00,아닌밤중 주진우,TBS,6,0,1.2,2,3,5
2019-08-05 00:00:00,주말이 좋다,문자,0,1,0.0,0,0,0
2019-08-05 00:00:00,주말이 좋다,Kakao,0,0,0.0,0,0,0
2019-08-05 00:00:00,주말이 좋다,TBS,0,0,0.0,0,0,0
2019-08-05 00:00:00,우리동네 라디오,문자,3,0,1.5,2,0,2
2019-08-05 00:00:00,우리동네 라디오,Kakao,0,0,0.0,0,0,0
2019-08-05 00:00:00,우리동네 라디오,TBS,0,0,0.0,0,0,0
2019-08-05 00:00:00,서울브루스,문자,9,0,1.3,3,4,7
2019-08-05 00:00:00,서울브루스,Kakao,7,0,3.5,0,2,2
2019-08-05 00:00:00,서울브루스,TBS,7,0,2.3,1,2,3
2019-08-05 00:00:00,마이웨이,문자,28,10,2.0,5,9,14
2019-08-05 00:00:00,마이웨이,Kakao,21,1,2.6,0,8,8
2019-08-05 00:00:00,마이웨이,TBS,465,0,19.4,1,23,24
