_time,pgm_nm,media,rcv,tm,tmp1,new_sub,cur_sub,sum_sub
2019-09-09 00:00:00,달콤한밤,문자,25,0,4.2,0,6,6
2019-09-09 00:00:00,달콤한밤,Kakao,52,0,4.0,2,11,13
2019-09-09 00:00:00,달콤한밤,TBS,99,0,7.1,0,14,14
2019-09-09 00:00:00,러브레터,문자,2,0,1.0,0,2,2
2019-09-09 00:00:00,러브레터,Kakao,2,0,1.0,2,0,2
2019-09-09 00:00:00,러브레터,TBS,1,0,1.0,0,1,1
2019-09-09 00:00:00,노래하는FM,문자,3,0,1.0,2,1,3
2019-09-09 00:00:00,노래하는FM,Kakao,1,0,1.0,0,1,1
2019-09-09 00:00:00,노래하는FM,TBS,2,0,2.0,1,0,1
2019-09-09 00:00:00,일요클래식,문자,0,0,0.0,0,0,0
2019-09-09 00:00:00,일요클래식,Kakao,0,0,0.0,0,0,0
2019-09-09 00:00:00,일요클래식,TBS,0,0,0.0,0,0,0
2019-09-09 00:00:00,라디오를켜라,문자,67,19,1.6,5,37,42
2019-09-09 00:00:00,라디오를켜라,Kakao,60,10,2.5,1,23,24
2019-09-09 00:00:00,라디오를켜라,TBS,82,0,1.7,10,39,49
2019-09-09 00:00:00,김어준 뉴스공장 주말특근,문자,0,0,0.0,0,0,0
2019-09-09 00:00:00,김어준 뉴스공장 주말특근,Kakao,0,0,0.0,0,0,0
2019-09-09 00:00:00,김어준 뉴스공장 주말특근,TBS,0,0,0.0,0,0,0
2019-09-09 00:00:00,교통시대,문자,0,0,0.0,0,0,0
2019-09-09 00:00:00,교통시대,Kakao,0,0,0.0,0,0,0
2019-09-09 00:00:00,교통시대,TBS,0,0,0.0,0,0,0
2019-09-09 00:00:00,김어준 뉴스공장,문자,158,0,1.7,19,72,91
2019-09-09 00:00:00,김어준 뉴스공장,Kakao,97,0,3.2,3,27,30
2019-09-09 00:00:00,김어준 뉴스공장,TBS,2737,0,3.9,59,649,708
2019-09-09 00:00:00,열린아침 김만흠,문자,0,0,0.0,0,0,0
2019-09-09 00:00:00,열린아침 김만흠,Kakao,0,0,0.0,0,0,0
2019-09-09 00:00:00,열린아침 김만흠,TBS,1,0,1.0,0,1,1
2019-09-09 00:00:00,김규리 퐁당퐁당,문자,94,14,1.3,25,49,74
2019-09-09 00:00:00,김규리 퐁당퐁당,Kakao,41,2,1.3,7,24,31
2019-09-09 00:00:00,김규리 퐁당퐁당,TBS,145,0,1.9,9,67,76
2019-09-09 00:00:00,기분좋은 토요일/일요일,문자,0,0,0.0,0,0,0
2019-09-09 00:00:00,기분좋은 토요일/일요일,Kakao,0,0,0.0,0,0,0
2019-09-09 00:00:00,기분좋은 토요일/일요일,TBS,0,0,0.0,0,0,0
2019-09-09 00:00:00,좋은사람들 송정애,문자,142,5,1.3,22,88,110
2019-09-09 00:00:00,좋은사람들 송정애,Kakao,63,2,1.5,3,38,41
2019-09-09 00:00:00,좋은사람들 송정애,TBS,135,0,4.0,5,29,34
2019-09-09 00:00:00,배칠수,문자,118,15,1.3,9,85,94
2019-09-09 00:00:00,배칠수,Kakao,118,4,2.5,2,45,47
2019-09-09 00:00:00,배칠수,TBS,407,0,5.6,10,63,73
2019-09-09 00:00:00,최일구,문자,157,2,1.2,21,106,127
2019-09-09 00:00:00,최일구,Kakao,94,3,1.7,2,53,55
2019-09-09 00:00:00,최일구,TBS,209,0,2.8,17,58,75
2019-09-09 00:00:00,이은미,문자,121,121,1.2,26,73,99
2019-09-09 00:00:00,이은미,Kakao,43,0,1.3,3,30,33
2019-09-09 00:00:00,이은미,TBS,144,0,2.7,7,46,53
2019-09-09 00:00:00,웅산,문자,0,0,0.0,0,0,0
2019-09-09 00:00:00,웅산,Kakao,0,0,0.0,0,0,0
2019-09-09 00:00:00,웅산,TBS,0,0,0.0,0,0,0
2019-09-09 00:00:00,김지윤,문자,74,0,1.9,5,35,40
2019-09-09 00:00:00,김지윤,Kakao,11,0,1.4,1,7,8
2019-09-09 00:00:00,김지윤,TBS,245,0,3.6,17,52,69
2019-09-09 00:00:00,아닌밤중 주진우,문자,6,0,1.5,1,3,4
2019-09-09 00:00:00,아닌밤중 주진우,Kakao,11,0,2.8,1,3,4
2019-09-09 00:00:00,아닌밤중 주진우,TBS,7,0,2.3,0,3,3
2019-09-09 00:00:00,주말이 좋다,문자,0,0,0.0,0,0,0
2019-09-09 00:00:00,주말이 좋다,Kakao,0,0,0.0,0,0,0
2019-09-09 00:00:00,주말이 좋다,TBS,0,0,0.0,0,0,0
2019-09-09 00:00:00,우리동네 라디오,문자,0,0,0.0,0,0,0
2019-09-09 00:00:00,우리동네 라디오,Kakao,1,0,1.0,1,0,1
2019-09-09 00:00:00,우리동네 라디오,TBS,0,0,0.0,0,0,0
2019-09-09 00:00:00,서울브루스,문자,8,0,1.1,2,5,7
2019-09-09 00:00:00,서울브루스,Kakao,3,0,3.0,0,1,1
2019-09-09 00:00:00,서울브루스,TBS,2,0,1.0,1,1,2
2019-09-09 00:00:00,마이웨이,문자,19,0,1.3,2,13,15
2019-09-09 00:00:00,마이웨이,Kakao,27,0,2.7,1,9,10
2019-09-09 00:00:00,마이웨이,TBS,481,0,13.4,5,31,36
