_time,pgm_nm,media,rcv,tm,tmp1,new_sub,cur_sub,sum_sub
2019-08-02 00:00:00,달콤한밤,문자,3,0,1.0,1,2,3
2019-08-02 00:00:00,달콤한밤,Kakao,20,0,4.0,0,5,5
2019-08-02 00:00:00,달콤한밤,TBS,161,0,11.5,3,11,14
2019-08-02 00:00:00,러브레터,문자,4,0,1.0,0,4,4
2019-08-02 00:00:00,러브레터,Kakao,2,0,1.0,0,2,2
2019-08-02 00:00:00,러브레터,TBS,6,0,2.0,0,3,3
2019-08-02 00:00:00,노래하는FM,문자,0,0,0.0,0,0,0
2019-08-02 00:00:00,노래하는FM,Kakao,1,0,1.0,0,1,1
2019-08-02 00:00:00,노래하는FM,TBS,5,0,1.7,0,3,3
2019-08-02 00:00:00,일요클래식,문자,0,0,0.0,0,0,0
2019-08-02 00:00:00,일요클래식,Kakao,0,0,0.0,0,0,0
2019-08-02 00:00:00,일요클래식,TBS,0,0,0.0,0,0,0
2019-08-02 00:00:00,라디오를켜라,문자,65,11,1.8,2,35,37
2019-08-02 00:00:00,라디오를켜라,Kakao,70,7,2.9,0,24,24
2019-08-02 00:00:00,라디오를켜라,TBS,64,0,2.1,4,26,30
2019-08-02 00:00:00,김어준 뉴스공장 주말특근,문자,0,0,0.0,0,0,0
2019-08-02 00:00:00,김어준 뉴스공장 주말특근,Kakao,0,0,0.0,0,0,0
2019-08-02 00:00:00,김어준 뉴스공장 주말특근,TBS,0,0,0.0,0,0,0
2019-08-02 00:00:00,교통시대,문자,0,0,0.0,0,0,0
2019-08-02 00:00:00,교통시대,Kakao,0,0,0.0,0,0,0
2019-08-02 00:00:00,교통시대,TBS,0,0,0.0,0,0,0
2019-08-02 00:00:00,김어준 뉴스공장,문자,68,0,1.5,7,39,46
2019-08-02 00:00:00,김어준 뉴스공장,Kakao,110,0,5.8,3,16,19
2019-08-02 00:00:00,김어준 뉴스공장,TBS,1614,0,4.4,24,341,365
2019-08-02 00:00:00,열린아침 김만흠,문자,0,0,0.0,0,0,0
2019-08-02 00:00:00,열린아침 김만흠,Kakao,0,0,0.0,0,0,0
2019-08-02 00:00:00,열린아침 김만흠,TBS,0,0,0.0,0,0,0
2019-08-02 00:00:00,김규리 퐁당퐁당,문자,57,12,1.2,13,35,48
2019-08-02 00:00:00,김규리 퐁당퐁당,Kakao,53,6,1.5,5,30,35
2019-08-02 00:00:00,김규리 퐁당퐁당,TBS,115,0,1.6,8,64,72
2019-08-02 00:00:00,기분좋은 토요일/일요일,문자,0,0,0.0,0,0,0
2019-08-02 00:00:00,기분좋은 토요일/일요일,Kakao,0,0,0.0,0,0,0
2019-08-02 00:00:00,기분좋은 토요일/일요일,TBS,0,0,0.0,0,0,0
2019-08-02 00:00:00,좋은사람들 송정애,문자,137,12,1.3,26,81,107
2019-08-02 00:00:00,좋은사람들 송정애,Kakao,138,1,2.3,12,49,61
2019-08-02 00:00:00,좋은사람들 송정애,TBS,105,0,2.1,8,41,49
2019-08-02 00:00:00,배칠수,문자,81,0,1.4,5,54,59
2019-08-02 00:00:00,배칠수,Kakao,111,0,2.4,0,47,47
2019-08-02 00:00:00,배칠수,TBS,292,0,5.3,4,51,55
2019-08-02 00:00:00,최일구,문자,272,9,1.5,37,142,179
2019-08-02 00:00:00,최일구,Kakao,149,0,2.4,7,55,62
2019-08-02 00:00:00,최일구,TBS,227,0,2.8,12,68,80
2019-08-02 00:00:00,이은미,문자,197,205,1.6,36,89,125
2019-08-02 00:00:00,이은미,Kakao,54,0,1.7,2,30,32
2019-08-02 00:00:00,이은미,TBS,197,0,3.4,12,46,58
2019-08-02 00:00:00,웅산,문자,0,0,0.0,0,0,0
2019-08-02 00:00:00,웅산,Kakao,0,0,0.0,0,0,0
2019-08-02 00:00:00,웅산,TBS,0,0,0.0,0,0,0
2019-08-02 00:00:00,김지윤,문자,0,0,0.0,0,0,0
2019-08-02 00:00:00,김지윤,Kakao,0,0,0.0,0,0,0
2019-08-02 00:00:00,김지윤,TBS,0,0,0.0,0,0,0
2019-08-02 00:00:00,아닌밤중 주진우,문자,2,0,1.0,1,1,2
2019-08-02 00:00:00,아닌밤중 주진우,Kakao,3,0,1.5,0,2,2
2019-08-02 00:00:00,아닌밤중 주진우,TBS,11,0,2.8,2,2,4
2019-08-02 00:00:00,주말이 좋다,문자,0,0,0.0,0,0,0
2019-08-02 00:00:00,주말이 좋다,Kakao,0,0,0.0,0,0,0
2019-08-02 00:00:00,주말이 좋다,TBS,0,0,0.0,0,0,0
2019-08-02 00:00:00,우리동네 라디오,문자,0,0,0.0,0,0,0
2019-08-02 00:00:00,우리동네 라디오,Kakao,0,0,0.0,0,0,0
2019-08-02 00:00:00,우리동네 라디오,TBS,0,0,0.0,0,0,0
2019-08-02 00:00:00,서울브루스,문자,13,0,1.2,3,8,11
2019-08-02 00:00:00,서울브루스,Kakao,1,0,1.0,0,1,1
2019-08-02 00:00:00,서울브루스,TBS,2,0,2.0,0,1,1
2019-08-02 00:00:00,마이웨이,문자,31,0,2.6,1,11,12
2019-08-02 00:00:00,마이웨이,Kakao,37,0,4.1,1,8,9
2019-08-02 00:00:00,마이웨이,TBS,248,0,13.8,1,17,18
