_time,pgm_nm,media,rcv,tm,tmp1,new_sub,cur_sub,sum_sub
2019-08-20 00:00:00,달콤한밤,문자,27,5,1.8,3,12,15
2019-08-20 00:00:00,달콤한밤,Kakao,37,2,2.8,0,13,13
2019-08-20 00:00:00,달콤한밤,TBS,37,0,4.1,0,9,9
2019-08-20 00:00:00,러브레터,문자,8,0,1.0,1,7,8
2019-08-20 00:00:00,러브레터,Kakao,3,0,1.5,0,2,2
2019-08-20 00:00:00,러브레터,TBS,0,0,0.0,0,0,0
2019-08-20 00:00:00,노래하는FM,문자,3,0,1.5,0,2,2
2019-08-20 00:00:00,노래하는FM,Kakao,2,0,2.0,0,1,1
2019-08-20 00:00:00,노래하는FM,TBS,5,0,1.3,0,4,4
2019-08-20 00:00:00,일요클래식,문자,0,0,0.0,0,0,0
2019-08-20 00:00:00,일요클래식,Kakao,0,0,0.0,0,0,0
2019-08-20 00:00:00,일요클래식,TBS,0,0,0.0,0,0,0
2019-08-20 00:00:00,라디오를켜라,문자,81,18,1.5,6,47,53
2019-08-20 00:00:00,라디오를켜라,Kakao,65,13,1.9,3,31,34
2019-08-20 00:00:00,라디오를켜라,TBS,96,0,2.2,6,38,44
2019-08-20 00:00:00,김어준 뉴스공장 주말특근,문자,0,0,0.0,0,0,0
2019-08-20 00:00:00,김어준 뉴스공장 주말특근,Kakao,0,0,0.0,0,0,0
2019-08-20 00:00:00,김어준 뉴스공장 주말특근,TBS,0,0,0.0,0,0,0
2019-08-20 00:00:00,교통시대,문자,0,0,0.0,0,0,0
2019-08-20 00:00:00,교통시대,Kakao,0,0,0.0,0,0,0
2019-08-20 00:00:00,교통시대,TBS,0,0,0.0,0,0,0
2019-08-20 00:00:00,김어준 뉴스공장,문자,152,0,1.7,3,87,90
2019-08-20 00:00:00,김어준 뉴스공장,Kakao,143,0,4.0,1,35,36
2019-08-20 00:00:00,김어준 뉴스공장,TBS,4042,0,3.7,70,1028,1098
2019-08-20 00:00:00,열린아침 김만흠,문자,0,0,0.0,0,0,0
2019-08-20 00:00:00,열린아침 김만흠,Kakao,0,0,0.0,0,0,0
2019-08-20 00:00:00,열린아침 김만흠,TBS,0,0,0.0,0,0,0
2019-08-20 00:00:00,김규리 퐁당퐁당,문자,74,19,1.2,14,46,60
2019-08-20 00:00:00,김규리 퐁당퐁당,Kakao,45,2,1.7,5,21,26
2019-08-20 00:00:00,김규리 퐁당퐁당,TBS,81,0,1.4,6,51,57
2019-08-20 00:00:00,기분좋은 토요일/일요일,문자,0,0,0.0,0,0,0
2019-08-20 00:00:00,기분좋은 토요일/일요일,Kakao,0,0,0.0,0,0,0
2019-08-20 00:00:00,기분좋은 토요일/일요일,TBS,1,0,1.0,1,0,1
2019-08-20 00:00:00,좋은사람들 송정애,문자,111,7,1.3,13,72,85
2019-08-20 00:00:00,좋은사람들 송정애,Kakao,64,0,1.5,8,34,42
2019-08-20 00:00:00,좋은사람들 송정애,TBS,82,0,2.3,6,30,36
2019-08-20 00:00:00,배칠수,문자,114,19,1.3,19,72,91
2019-08-20 00:00:00,배칠수,Kakao,74,2,1.5,2,47,49
2019-08-20 00:00:00,배칠수,TBS,318,0,5.2,6,55,61
2019-08-20 00:00:00,최일구,문자,125,6,1.2,20,86,106
2019-08-20 00:00:00,최일구,Kakao,168,1,2.8,4,55,59
2019-08-20 00:00:00,최일구,TBS,106,0,2.4,7,38,45
2019-08-20 00:00:00,이은미,문자,107,107,1.5,10,63,73
2019-08-20 00:00:00,이은미,Kakao,31,0,1.6,3,16,19
2019-08-20 00:00:00,이은미,TBS,137,0,2.2,10,53,63
2019-08-20 00:00:00,웅산,문자,0,0,0.0,0,0,0
2019-08-20 00:00:00,웅산,Kakao,0,0,0.0,0,0,0
2019-08-20 00:00:00,웅산,TBS,0,0,0.0,0,0,0
2019-08-20 00:00:00,김지윤,문자,24,0,1.6,4,11,15
2019-08-20 00:00:00,김지윤,Kakao,10,0,1.4,1,6,7
2019-08-20 00:00:00,김지윤,TBS,61,0,3.1,1,19,20
2019-08-20 00:00:00,아닌밤중 주진우,문자,28,0,1.9,4,11,15
2019-08-20 00:00:00,아닌밤중 주진우,Kakao,13,0,4.3,1,2,3
2019-08-20 00:00:00,아닌밤중 주진우,TBS,22,0,2.0,6,5,11
2019-08-20 00:00:00,주말이 좋다,문자,0,0,0.0,0,0,0
2019-08-20 00:00:00,주말이 좋다,Kakao,0,0,0.0,0,0,0
2019-08-20 00:00:00,주말이 좋다,TBS,0,0,0.0,0,0,0
2019-08-20 00:00:00,우리동네 라디오,문자,2,0,2.0,0,1,1
2019-08-20 00:00:00,우리동네 라디오,Kakao,0,0,0.0,0,0,0
2019-08-20 00:00:00,우리동네 라디오,TBS,0,0,0.0,0,0,0
2019-08-20 00:00:00,서울브루스,문자,7,0,1.2,0,6,6
2019-08-20 00:00:00,서울브루스,Kakao,6,0,3.0,1,1,2
2019-08-20 00:00:00,서울브루스,TBS,5,0,2.5,0,2,2
2019-08-20 00:00:00,마이웨이,문자,13,0,1.2,2,9,11
2019-08-20 00:00:00,마이웨이,Kakao,17,0,1.9,0,9,9
2019-08-20 00:00:00,마이웨이,TBS,258,0,12.9,2,18,20
