_time,pgm_nm,media,rcv,tm,tmp1,new_sub,cur_sub,sum_sub
2019-10-26 00:00:00,달콤한밤,문자,10,0,1.7,1,5,6
2019-10-26 00:00:00,달콤한밤,Kakao,15,0,1.9,0,8,8
2019-10-26 00:00:00,달콤한밤,TBS,18,0,4.5,1,3,4
2019-10-26 00:00:00,러브레터,문자,10,0,1.3,2,6,8
2019-10-26 00:00:00,러브레터,Kakao,0,0,0.0,0,0,0
2019-10-26 00:00:00,러브레터,TBS,0,0,0.0,0,0,0
2019-10-26 00:00:00,노래하는FM,문자,1,0,1.0,1,0,1
2019-10-26 00:00:00,노래하는FM,Kakao,0,0,0.0,0,0,0
2019-10-26 00:00:00,노래하는FM,TBS,0,0,0.0,0,0,0
2019-10-26 00:00:00,일요클래식,문자,0,0,0.0,0,0,0
2019-10-26 00:00:00,일요클래식,Kakao,0,0,0.0,0,0,0
2019-10-26 00:00:00,일요클래식,TBS,0,0,0.0,0,0,0
2019-10-26 00:00:00,라디오를켜라,문자,54,0,1.4,8,31,39
2019-10-26 00:00:00,라디오를켜라,Kakao,21,0,2.1,0,10,10
2019-10-26 00:00:00,라디오를켜라,TBS,35,0,1.6,3,19,22
2019-10-26 00:00:00,김어준 뉴스공장 주말특근,문자,9,0,1.3,0,7,7
2019-10-26 00:00:00,김어준 뉴스공장 주말특근,Kakao,2,0,1.0,1,1,2
2019-10-26 00:00:00,김어준 뉴스공장 주말특근,TBS,72,0,2.8,15,11,26
2019-10-26 00:00:00,교통시대,문자,0,0,0.0,0,0,0
2019-10-26 00:00:00,교통시대,Kakao,0,0,0.0,0,0,0
2019-10-26 00:00:00,교통시대,TBS,0,0,0.0,0,0,0
2019-10-26 00:00:00,김어준 뉴스공장,문자,0,0,0.0,0,0,0
2019-10-26 00:00:00,김어준 뉴스공장,Kakao,0,0,0.0,0,0,0
2019-10-26 00:00:00,김어준 뉴스공장,TBS,2,0,1.0,0,2,2
2019-10-26 00:00:00,tbs 아고라,문자,41,0,1.7,22,2,24
2019-10-26 00:00:00,tbs 아고라,Kakao,4,0,2.0,2,0,2
2019-10-26 00:00:00,tbs 아고라,TBS,135,0,3.6,35,2,37
2019-10-26 00:00:00,열린아침 김만흠,문자,0,0,0.0,0,0,0
2019-10-26 00:00:00,열린아침 김만흠,Kakao,0,0,0.0,0,0,0
2019-10-26 00:00:00,열린아침 김만흠,TBS,0,0,0.0,0,0,0
2019-10-26 00:00:00,김규리 퐁당퐁당,문자,0,1,0.0,0,0,0
2019-10-26 00:00:00,김규리 퐁당퐁당,Kakao,0,0,0.0,0,0,0
2019-10-26 00:00:00,김규리 퐁당퐁당,TBS,0,0,0.0,0,0,0
2019-10-26 00:00:00,기분좋은 토요일/일요일,문자,175,10,1.4,59,67,126
2019-10-26 00:00:00,기분좋은 토요일/일요일,Kakao,161,2,2.6,11,51,62
2019-10-26 00:00:00,기분좋은 토요일/일요일,TBS,171,0,2.6,20,45,65
2019-10-26 00:00:00,좋은사람들 송정애,문자,0,0,0.0,0,0,0
2019-10-26 00:00:00,좋은사람들 송정애,Kakao,0,0,0.0,0,0,0
2019-10-26 00:00:00,좋은사람들 송정애,TBS,1,0,1.0,0,1,1
