_time,pgm_nm,media,rcv,tm,tmp1,new_sub,cur_sub,sum_sub
2019-10-01 00:00:00,달콤한밤,문자,14,1,2.0,0,7,7
2019-10-01 00:00:00,달콤한밤,Kakao,23,0,2.9,0,8,8
2019-10-01 00:00:00,달콤한밤,TBS,35,0,2.7,4,9,13
2019-10-01 00:00:00,러브레터,문자,30,0,1.3,7,16,23
2019-10-01 00:00:00,러브레터,Kakao,7,0,1.2,1,5,6
2019-10-01 00:00:00,러브레터,TBS,0,0,0.0,0,0,0
2019-10-01 00:00:00,노래하는FM,문자,4,0,1.0,1,3,4
2019-10-01 00:00:00,노래하는FM,Kakao,3,0,1.5,0,2,2
2019-10-01 00:00:00,노래하는FM,TBS,0,0,0.0,0,0,0
2019-10-01 00:00:00,일요클래식,문자,0,0,0.0,0,0,0
2019-10-01 00:00:00,일요클래식,Kakao,0,0,0.0,0,0,0
2019-10-01 00:00:00,일요클래식,TBS,0,0,0.0,0,0,0
2019-10-01 00:00:00,라디오를켜라,문자,81,22,1.6,4,48,52
2019-10-01 00:00:00,라디오를켜라,Kakao,56,21,2.2,2,24,26
2019-10-01 00:00:00,라디오를켜라,TBS,141,0,2.4,8,52,60
2019-10-01 00:00:00,김어준 뉴스공장 주말특근,문자,0,0,0.0,0,0,0
2019-10-01 00:00:00,김어준 뉴스공장 주말특근,Kakao,0,0,0.0,0,0,0
2019-10-01 00:00:00,김어준 뉴스공장 주말특근,TBS,0,0,0.0,0,0,0
2019-10-01 00:00:00,교통시대,문자,0,0,0.0,0,0,0
2019-10-01 00:00:00,교통시대,Kakao,0,0,0.0,0,0,0
2019-10-01 00:00:00,교통시대,TBS,0,0,0.0,0,0,0
2019-10-01 00:00:00,김어준 뉴스공장,문자,140,0,1.7,4,78,82
2019-10-01 00:00:00,김어준 뉴스공장,Kakao,134,0,4.2,3,29,32
2019-10-01 00:00:00,김어준 뉴스공장,TBS,3341,0,3.6,62,873,935
2019-10-01 00:00:00,tbs 아고라,문자,0,0,0.0,0,0,0
2019-10-01 00:00:00,tbs 아고라,Kakao,0,0,0.0,0,0,0
2019-10-01 00:00:00,tbs 아고라,TBS,0,0,0.0,0,0,0
2019-10-01 00:00:00,열린아침 김만흠,문자,0,0,0.0,0,0,0
2019-10-01 00:00:00,열린아침 김만흠,Kakao,0,0,0.0,0,0,0
2019-10-01 00:00:00,열린아침 김만흠,TBS,0,0,0.0,0,0,0
2019-10-01 00:00:00,김규리 퐁당퐁당,문자,50,4,1.2,9,33,42
2019-10-01 00:00:00,김규리 퐁당퐁당,Kakao,32,2,1.3,3,21,24
2019-10-01 00:00:00,김규리 퐁당퐁당,TBS,69,0,1.4,8,41,49
2019-10-01 00:00:00,기분좋은 토요일/일요일,문자,0,0,0.0,0,0,0
2019-10-01 00:00:00,기분좋은 토요일/일요일,Kakao,0,0,0.0,0,0,0
2019-10-01 00:00:00,기분좋은 토요일/일요일,TBS,0,0,0.0,0,0,0
2019-10-01 00:00:00,좋은사람들 송정애,문자,112,7,1.4,10,71,81
2019-10-01 00:00:00,좋은사람들 송정애,Kakao,67,3,2.0,2,31,33
2019-10-01 00:00:00,좋은사람들 송정애,TBS,71,0,1.9,7,31,38
2019-10-01 00:00:00,배칠수,문자,65,0,1.3,5,47,52
2019-10-01 00:00:00,배칠수,Kakao,98,0,2.2,1,44,45
2019-10-01 00:00:00,배칠수,TBS,226,0,4.8,2,45,47
2019-10-01 00:00:00,최일구,문자,234,6,1.3,28,151,179
2019-10-01 00:00:00,최일구,Kakao,128,3,2.1,4,58,62
2019-10-01 00:00:00,최일구,TBS,148,0,2.5,7,52,59
2019-10-01 00:00:00,진짜라디오,문자,0,0,0.0,0,0,0
2019-10-01 00:00:00,진짜라디오,Kakao,0,0,0.0,0,0,0
2019-10-01 00:00:00,진짜라디오,TBS,0,0,0.0,0,0,0
2019-10-01 00:00:00,이은미,문자,108,114,1.4,11,64,75
2019-10-01 00:00:00,이은미,Kakao,61,0,2.3,0,26,26
2019-10-01 00:00:00,이은미,TBS,132,0,2.9,9,37,46
2019-10-01 00:00:00,웅산,문자,0,0,0.0,0,0,0
2019-10-01 00:00:00,웅산,Kakao,0,0,0.0,0,0,0
2019-10-01 00:00:00,웅산,TBS,0,0,0.0,0,0,0
2019-10-01 00:00:00,김지윤,문자,46,1,1.6,10,18,28
2019-10-01 00:00:00,김지윤,Kakao,11,0,1.2,3,6,9
2019-10-01 00:00:00,김지윤,TBS,113,0,2.2,15,36,51
2019-10-01 00:00:00,아닌밤중 주진우,문자,160,0,1.6,60,40,100
2019-10-01 00:00:00,아닌밤중 주진우,Kakao,93,0,2.9,16,16,32
2019-10-01 00:00:00,아닌밤중 주진우,TBS,683,0,4.2,99,62,161
2019-10-01 00:00:00,주말이 좋다,문자,0,0,0.0,0,0,0
2019-10-01 00:00:00,주말이 좋다,Kakao,0,0,0.0,0,0,0
2019-10-01 00:00:00,주말이 좋다,TBS,1,0,1.0,1,0,1
2019-10-01 00:00:00,우리동네 라디오,문자,33,0,1.3,23,2,25
2019-10-01 00:00:00,우리동네 라디오,Kakao,25,0,2.8,7,2,9
2019-10-01 00:00:00,우리동네 라디오,TBS,0,0,0.0,0,0,0
2019-10-01 00:00:00,서울브루스,문자,11,0,1.2,2,7,9
2019-10-01 00:00:00,서울브루스,Kakao,9,0,2.3,1,3,4
2019-10-01 00:00:00,서울브루스,TBS,15,0,3.0,1,4,5
2019-10-01 00:00:00,마이웨이,문자,20,0,1.7,1,11,12
2019-10-01 00:00:00,마이웨이,Kakao,20,0,2.0,2,8,10
2019-10-01 00:00:00,마이웨이,TBS,93,0,6.6,2,12,14
